amount,duration,payments,tenure_at_loan,frequency_bank_statements,inhabitants,no_cities,urban_ratio,avg_salary,avg_unemp_95_96,entr_per_1k,avg_crimes_95_96,min_balance_pre_loan,avg_balance_pre_loan,num_transactions_pre_loan,share_cash_trans,amount_disponents,card_type_at_loan,gender,age_at_loan,result
34572,12,2881,7,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,60619.16000000002,40,0.85000,1,"no card",female,20,pass
10944,36,304,21,"monthly issuance",125236,5,87.7,9675,7.055,100,5256.5000,300,22935.072121212106,165,0.54545,1,"no card",male,46,pass
150912,36,4192,10,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,700,52250.26119402984,67,0.85075,2,"no card",female,21,pass
43164,12,3597,11,"monthly issuance",117897,6,53.8,8814,5.25,107,2085.5000,800,68377.06376811591,69,0.65217,1,"no card",female,19,pass
76908,12,6409,16,"monthly issuance",107870,6,58,8754,4.07,137,3836.0000,1100,52890.40392156866,102,0.84314,1,"no card",female,48,fail
104964,12,8747,21,"monthly issuance",77963,4,51.5,8546,3.485,126,2880.0000,500,41026.33145161289,124,0.70161,1,"no card",male,31,pass
38496,12,3208,12,"monthly issuance",94725,6,63.4,9920,2.565,130,4567.5000,800,42732.336111111115,36,0.63889,1,classic,female,34,pass
76992,24,3208,4,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,900,61992.3,35,0.85714,1,"no card",male,31,pass
212400,36,5900,12,"weekly issuance",85852,4,59.8,8965,7.655,104,2737.5000,300,51034.361971830986,71,0.83099,1,"no card",female,27,pass
390660,60,6511,10,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,63544.64567901238,81,0.79012,1,"no card",female,19,pass
60156,36,1671,7,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,400,72667.63571428572,56,0.73214,1,"no card",male,19,fail
100260,60,1671,22,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,40047.08387096776,62,0.74194,1,"no card",male,29,pass
294384,48,6133,18,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,1100,61692.0775193798,129,0.86047,1,"no card",female,30,pass
116496,24,4854,22,"monthly issuance",117897,6,53.8,8814,5.25,107,2085.5000,600,41285.01833333332,120,0.64167,1,"no card",male,39,pass
22968,36,638,3,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,1000,23324.93636363636,11,0.72727,1,"no card",female,46,pass
127200,48,2650,15,"monthly issuance",88768,7,80.5,8867,1.115,130,3502.0000,400,28863.030526315808,95,0.47368,1,"no card",male,32,pass
95400,36,2650,8,"weekly issuance",75685,9,60.8,8208,2.0749999999999997,155,1891.5000,200,41562.32340425534,47,0.80851,1,"no card",male,22,pass
64860,60,1081,18,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,200,44890.033333333304,132,0.54545,1,"no card",female,18,pass
137880,60,2298,15,"weekly issuance",78955,9,59,9060,2.11,124,1686.0000,200,24523.073033707864,89,0.65169,1,"no card",male,31,fail
37908,12,3159,15,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,800,42164.027631578945,76,0.61842,1,"no card",female,19,pass
17184,12,1432,10,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,29906.531428571434,70,0.60000,1,"no card",female,52,pass
124344,36,3454,20,"monthly issuance",161854,6,76.3,9425,2.11,125,3988.0000,321,25654.37837837838,148,0.52027,1,"no card",female,17,pass
49320,36,1370,13,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,900,35987.26296296295,81,0.59259,1,"no card",male,31,pass
139488,24,5812,18,"weekly issuance",75232,5,41.7,8980,2.08,111,2818.5000,1100,46755.30576923075,104,0.65385,1,"no card",male,29,pass
194880,48,4060,18,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,300,36421.42566371682,113,0.55752,1,"no card",male,15,pass
25944,24,1081,8,"monthly issuance",118650,3,85.6,9832,3.9000000000000004,114,5958.0000,600,56927.45405405403,37,0.78378,1,"no card",female,34,pass
475680,48,9910,4,"monthly issuance",159617,9,85.2,9198,3.805,131,5964.0000,700,40812.49166666666,12,0.75000,2,"no card",female,30,pass
96768,36,2688,11,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,900,51611.34242424241,66,0.72727,2,"no card",female,28,pass
288720,48,6015,5,"monthly issuance",121947,11,70.5,8541,2.74,131,3667.5000,400,54677.280952380956,21,0.47619,1,"no card",male,54,pass
495180,60,8253,7,"monthly issuance",42821,3,48.4,8173,3.505,124,679.0000,600,44813.422580645165,31,0.58065,1,"no card",female,18,pass
63972,36,1777,3,"issuance after transaction",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,300,21532.345454545455,11,0.36364,1,"no card",male,50,fail
194160,48,4045,17,"monthly issuance",161954,8,48,8720,4.115,116,3690.0000,900,28548.365413533837,133,0.50376,1,"no card",female,52,pass
234336,48,4882,21,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,42818.50295857987,169,0.43787,1,"no card",female,26,pass
47016,12,3918,7,"issuance after transaction",197099,10,74.7,9624,1.955,145,4374.5000,200,60382.08571428571,42,0.71429,1,"no card",female,35,pass
48672,36,1352,13,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,23050.189690721658,97,0.49485,2,"no card",female,46,pass
74124,36,2059,17,"weekly issuance",107870,6,58,8754,4.07,137,3836.0000,400,54371.299180327886,122,0.60656,1,"no card",female,57,pass
49488,24,2062,7,"monthly issuance",161227,10,69.7,8678,5.75,102,4787.5000,300,50541.55312499999,32,0.53125,1,classic,female,56,pass
203940,60,3399,11,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,42000.788888888885,54,0.68519,1,"no card",female,43,pass
99744,24,4156,17,"weekly issuance",94725,6,63.4,9920,2.565,130,4567.5000,700,40126.96862745097,102,0.54902,1,"no card",female,27,pass
49872,12,4156,22,"issuance after transaction",148545,4,53.5,8909,4.785,113,3525.0000,600,50265.36186046509,215,0.50698,1,"no card",female,31,pass
155640,24,6485,13,"monthly issuance",95616,6,51.4,9307,4.14,118,2828.0000,500,45183.3495238095,105,0.53333,1,"no card",female,53,pass
63360,60,1056,21,"monthly issuance",75685,9,60.8,8208,2.0749999999999997,155,1891.5000,700,29108.36386554621,119,0.69748,2,"no card",male,39,pass
152160,60,2536,20,"monthly issuance",74062,7,61.4,8114,2.5,119,1092.0000,500,28077.731404958675,121,0.52893,2,"no card",female,49,pass
73260,60,1221,5,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,900,33927.08571428571,21,0.71429,1,"no card",female,56,pass
49044,12,4087,5,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,400,49296.52272727273,22,0.68182,1,"no card",female,44,pass
80952,24,3373,10,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,33312.53888888889,54,0.53704,2,"no card",male,48,pass
30276,12,2523,12,"monthly issuance",103347,7,67,9104,1.79,123,2326.5000,1000,31318.872826086954,92,0.46739,1,"no card",female,57,fail
30276,12,2523,16,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,900,61588.3371951219,164,0.64634,1,"no card",male,35,pass
110736,48,2307,8,"weekly issuance",51428,4,52.7,8402,3.5549999999999997,120,1049.0000,13026.6,30696.238181818193,55,0.45455,1,"no card",female,58,pass
55368,24,2307,11,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,200,46061.31938775512,98,0.77551,1,"no card",female,54,pass
63312,48,1319,13,"monthly issuance",149893,6,67.4,9753,4.845,109,5568.0000,500,22551.779268292692,82,0.64634,1,"no card",female,38,pass
91200,24,3800,7,"monthly issuance",119895,4,89.9,10446,8.370000000000001,90,4845.0000,700,32558.533333333326,36,0.50000,2,"no card",female,38,pass
288468,36,8013,4,"monthly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,600,36999.52352941177,17,0.52941,1,"no card",female,36,pass
590820,60,9847,17,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,300,27937.978378378375,111,0.63964,1,"no card",male,30,pass
41952,12,3496,13,"monthly issuance",161854,6,76.3,9425,2.11,125,3988.0000,500,41502.0257142857,105,0.44762,1,"no card",male,22,pass
12792,12,1066,13,"monthly issuance",124605,8,46,8772,4.835000000000001,126,3006.0000,900,28534.937179487173,78,0.71795,1,"no card",female,24,pass
309600,48,6450,11,"weekly issuance",226122,4,62.6,8994,4.295,110,9440.0000,400,58185.589285714275,56,0.62500,1,"no card",male,20,pass
153504,48,3198,16,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,300,33651.10360360362,111,0.47748,1,"no card",male,21,pass
130464,48,2718,21,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,1000,53546.7089005236,191,0.55497,1,"no card",male,23,pass
191880,60,3198,8,"monthly issuance",103347,7,67,9104,1.79,123,2326.5000,400,53685.786206896526,87,0.71264,1,"no card",male,46,pass
31728,24,1322,18,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,31139.747863247856,117,0.72650,2,"no card",male,44,pass
320592,48,6679,15,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,500,60781.30681818183,88,0.65909,2,classic,female,25,pass
170448,48,3551,15,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,1000,39297.33529411765,85,0.70588,2,"no card",female,54,pass
42384,12,3532,15,"monthly issuance",128118,8,85.3,9317,6.78,97,6910.5000,700,48865.98409090911,132,0.68939,1,"no card",female,56,pass
390096,48,8127,5,"monthly issuance",112709,10,73.5,8369,2.05,117,2736.0000,900,44346.15625,16,0.75000,2,"no card",male,18,pass
94488,24,3937,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,60311.7666666667,66,0.69697,1,"no card",male,38,pass
220440,60,3674,21,"weekly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,600,38280.10266666666,75,0.68000,1,"no card",female,42,pass
45456,12,3788,10,"monthly issuance",53921,2,41.3,8598,3.0149999999999997,123,1736.0000,1000,39247.38750000001,56,0.62500,1,"no card",female,51,pass
140064,24,5836,22,"weekly issuance",51428,4,52.7,8402,3.5549999999999997,120,1049.0000,200,66051.9450704225,142,0.69014,1,"no card",female,47,pass
77544,36,2154,12,"monthly issuance",88884,5,46.7,8507,1.76,132,2416.5000,700,37934.86562499999,64,0.70313,1,"no card",female,55,pass
51696,24,2154,13,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,600,58226.50490196079,102,0.82353,1,classic,female,26,pass
27984,12,2332,17,"weekly issuance",139012,10,61.9,8363,3.005,108,2681.5000,500,30639.86315789473,76,0.65789,1,"no card",male,46,pass
196080,48,4085,7,"monthly issuance",87419,9,85.5,8624,2.225,102,3038.5000,900,49143.96595744681,47,0.85106,1,"no card",male,35,pass
372120,60,6202,21,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,500,64044.045930232496,172,0.87791,2,"no card",male,51,pass
189696,24,7904,8,"weekly issuance",51428,4,52.7,8402,3.5549999999999997,120,1049.0000,700,54137.10561797751,89,0.64045,2,"no card",male,50,pass
20832,48,434,18,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,500,21368.909933774838,151,0.53642,1,"no card",male,46,pass
189696,24,7904,4,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,600,14900,5,1.00000,1,"no card",female,24,fail
91584,24,3816,6,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,50765.41612903225,31,0.58065,1,"no card",female,42,pass
68112,12,5676,17,"monthly issuance",138032,5,64.6,8819,5.52,99,4284.0000,300,47220.13401360546,147,0.48299,1,"no card",female,17,pass
72120,12,6010,20,"monthly issuance",139012,10,61.9,8363,3.005,108,2681.5000,1000,75686.06568627451,102,0.61765,2,"no card",female,44,pass
21852,36,607,5,"monthly issuance",125236,5,87.7,9675,7.055,100,5256.5000,700,38509.05000000001,18,0.66667,1,"no card",male,40,pass
79344,48,1653,18,"monthly issuance",87419,9,85.5,8624,2.225,102,3038.5000,300,23918.4942857143,105,0.68571,1,"no card",female,46,pass
153144,36,4254,18,"monthly issuance",67298,7,43.8,8561,0.97,110,1078.0000,300,58553.677192982395,171,0.66082,1,classic,male,28,pass
97392,12,8116,13,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,200,36685.09135802469,81,0.71605,2,"no card",male,37,pass
84120,24,3505,3,"weekly issuance",42821,3,48.4,8173,3.505,124,679.0000,900,56910.689473684215,19,0.84211,1,"no card",female,46,pass
42900,12,3575,21,"monthly issuance",121947,11,70.5,8541,2.74,131,3667.5000,500,50590.532,175,0.67429,2,"no card",male,32,pass
71460,12,5955,10,"monthly issuance",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,200,47991.530232558136,43,0.72093,2,"no card",male,49,pass
473280,60,7888,8,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,500,52777.34186046511,43,0.67442,1,"no card",female,30,fail
144960,48,3020,19,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,700,64162.6691780822,146,0.75342,1,"no card",female,31,pass
160656,24,6694,21,"monthly issuance",92084,5,46.7,10124,0.55,141,4063.0000,400,52422.49109589043,146,0.85616,1,"no card",female,27,pass
128268,36,3563,5,"monthly issuance",159617,9,85.2,9198,3.805,131,5964.0000,700,47029.53888888889,18,0.72222,1,"no card",male,54,pass
77640,12,6470,10,"weekly issuance",105606,7,53,8254,3.275,97,2245.5000,700,55570.304999999964,60,0.66667,1,"no card",male,26,pass
35856,24,1494,17,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,600,55660.65578947367,95,0.70526,1,"no card",female,30,pass
93600,24,3900,10,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,900,40078.70727272727,55,0.54545,1,"no card",male,24,pass
140400,36,3900,12,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,43563.619999999995,45,0.71111,1,"no card",male,53,pass
208320,48,4340,15,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,43944.88941176472,85,0.64706,2,"no card",female,26,pass
49320,12,4110,5,"issuance after transaction",122603,8,80,8991,1.6999999999999997,128,5235.5000,900,46576.27755102042,49,0.69388,1,"no card",female,48,fail
260400,60,4340,18,"monthly issuance",182027,7,56.4,8746,3.535,90,4394.0000,600,37448.40472440945,127,0.62992,1,"no card",female,47,fail
56100,60,935,13,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,1000,20158.001470588235,68,0.69118,1,"no card",male,37,pass
220428,36,6123,5,"monthly issuance",106054,6,63.1,8110,6.16,109,3161.5000,600,60165.795,20,0.45000,1,"no card",male,34,pass
99300,60,1655,22,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,600,39110.67083333333,144,0.60417,1,"no card",female,24,pass
155880,24,6495,21,"monthly issuance",114006,9,62.3,9065,4.925,123,4156.5000,1000,63263.1471830986,142,0.76056,2,"no card",female,27,pass
74736,36,2076,13,"monthly issuance",77917,5,53.5,8390,2.585,132,2101.0000,700,37912.99850746266,67,0.70149,1,"no card",male,28,pass
238716,36,6631,16,"weekly issuance",78955,9,59,9060,2.11,124,1686.0000,1000,65133.535849056614,106,0.48113,1,"no card",male,33,pass
29784,24,1241,4,"monthly issuance",170449,1,100,10787,2.865,131,6151.0000,200,27626.083333333332,12,0.75000,2,"no card",female,25,pass
97980,60,1633,20,"monthly issuance",45714,6,55.6,8843,3.21,113,853.0000,700,24067.298540145992,137,0.62044,1,"no card",female,17,pass
80340,12,6695,10,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,1100,61531.59038461539,52,0.63462,2,"no card",female,18,pass
36204,12,3017,15,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,-214.8,31916.898260869562,115,0.46957,1,"no card",male,60,fail
224604,36,6239,17,"monthly issuance",51313,4,59.2,8930,3.8600000000000003,108,1390.0000,200,57496.989247311816,93,0.64516,2,"no card",male,18,pass
87840,24,3660,4,"monthly issuance",53921,2,41.3,8598,3.0149999999999997,123,1736.0000,500,46318.55294117647,17,0.29412,2,"no card",female,13,pass
8616,24,359,12,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,400,24946.63544303797,79,0.54430,1,"no card",male,21,pass
134784,24,5616,9,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,900,44005.11272727273,55,0.69091,1,"no card",female,54,pass
309660,60,5161,4,"monthly issuance",121947,11,70.5,8541,2.74,131,3667.5000,1100,40151.71176470588,17,0.29412,2,"no card",female,38,pass
89040,60,1484,12,"monthly issuance",148545,4,53.5,8909,4.785,113,3525.0000,800,30045.4,87,0.60920,2,"no card",female,24,pass
247728,48,5161,7,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,60054.734,50,0.64000,1,"no card",male,16,pass
7656,24,319,12,"monthly issuance",78955,9,59,9060,2.11,124,1686.0000,600,46444.63950617287,81,0.62963,2,"no card",female,31,pass
417060,60,6951,18,"monthly issuance",45714,6,55.6,8843,3.21,113,853.0000,200,58445.02702702706,74,0.63514,2,"no card",female,33,pass
333648,48,6951,10,"monthly issuance",177686,9,74.8,10045,1.565,135,6449.5000,500,61748.70206185566,97,0.67010,1,"no card",female,21,fail
266220,60,4437,17,"monthly issuance",70646,4,58.4,8547,3.145,120,1552.5000,900,34922.88125000001,144,0.50694,1,"no card",female,30,pass
220620,60,3677,17,"monthly issuance",70646,4,58.4,8547,3.145,120,1552.5000,1100,36907.45624999998,128,0.41406,1,"no card",female,52,pass
21072,24,878,4,"monthly issuance",149893,6,67.4,9753,4.845,109,5568.0000,1100,21575.68666666666,15,0.60000,1,"no card",female,29,pass
265320,36,7370,21,"monthly issuance",51428,4,52.7,8402,3.5549999999999997,120,1049.0000,700,35566.88108108108,148,0.61486,2,"no card",female,46,pass
85860,60,1431,14,"monthly issuance",88884,5,46.7,8507,1.76,132,2416.5000,1000,30461.404166666685,96,0.61458,1,"no card",female,39,pass
42840,12,3570,8,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,1100,35642.19777777778,45,0.64444,1,"no card",male,60,pass
74688,12,6224,16,"monthly issuance",87419,9,85.5,8624,2.225,102,3038.5000,1100,48484.624107142874,112,0.46429,2,"no card",female,49,pass
93036,12,7753,14,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,400,53890.64326923074,104,0.58654,1,"no card",female,17,pass
174048,48,3626,11,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,600,72968.38115942029,69,0.76812,1,"no card",female,44,pass
173016,36,4806,10,"weekly issuance",177686,9,74.8,10045,1.565,135,6449.5000,300,61799.24361702127,94,0.80851,1,"no card",female,51,pass
288360,60,4806,3,"issuance after transaction",1204953,1,100,12541,0.36,167,92392.0000,800,33211.759999999995,10,0.60000,1,"no card",male,58,pass
76680,24,3195,17,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,1000,62933.474825174824,143,0.46154,2,"no card",male,46,pass
230220,36,6395,11,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,-2719.7,27658.487804878045,82,0.51220,1,"no card",female,51,fail
47304,24,1971,17,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,400,68740.02335329345,167,0.71257,1,"no card",male,23,pass
185640,60,3094,9,"monthly issuance",112709,10,73.5,8369,2.05,117,2736.0000,400,29159.44181818182,55,0.50909,1,"no card",female,35,pass
240900,60,4015,17,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,700,26268.190000000002,120,0.60833,1,"no card",female,49,pass
85716,36,2381,5,"monthly issuance",74062,7,61.4,8114,2.5,119,1092.0000,800,31337.257894736842,19,0.31579,2,"no card",male,58,pass
67980,12,5665,3,"monthly issuance",125832,5,48.3,8512,3.815,102,2175.0000,400,34806.92142857143,14,0.57143,1,"no card",female,50,pass
170700,60,2845,14,"monthly issuance",107911,7,50.9,8240,3.045,99,1876.5000,400,28620.39780219781,91,0.56044,1,"no card",male,26,pass
33144,12,2762,6,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,900,32407.64687500001,32,0.56250,2,"no card",female,17,pass
88272,48,1839,13,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,17535.779220779223,77,0.40260,1,"no card",female,18,pass
33984,48,708,12,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,600,38587.75999999999,70,0.68571,1,"no card",male,23,pass
74352,24,3098,18,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,45497.74206349205,126,0.48413,1,"no card",female,40,pass
125340,60,2089,15,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,500,51145.51574803152,127,0.67717,1,"no card",male,51,pass
76104,24,3171,11,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,1000,20237.192592592604,81,0.55556,2,"no card",female,36,pass
566640,60,9444,10,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,36640.32207792208,77,0.46753,2,"no card",female,25,pass
186300,60,3105,12,"weekly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,200,62765.86554621845,119,0.65546,1,"no card",male,49,pass
45024,48,938,7,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,800,41994.907692307694,39,0.53846,1,"no card",female,39,pass
227880,36,6330,12,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,1100,45134.721686747,83,0.71084,2,"no card",female,38,pass
186384,48,3883,21,"weekly issuance",128118,8,85.3,9317,6.78,97,6910.5000,700,61578.30157894735,190,0.67895,1,"no card",male,37,pass
100224,48,2088,4,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,700,28124.933333333334,18,0.27778,1,"no card",female,39,fail
70656,48,1472,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,32646.850943396224,53,0.58491,1,"no card",male,44,pass
155616,48,3242,22,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,200,44197.50988372091,172,0.53488,2,"no card",female,25,pass
50112,24,2088,3,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,900,46214.125,16,0.56250,1,"no card",male,49,pass
38148,12,3179,5,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,900,37462.09310344827,29,0.31034,1,"no card",female,28,pass
321936,48,6707,22,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,32014.60280898875,178,0.55056,2,"no card",female,37,pass
71976,24,2999,17,"issuance after transaction",161854,6,76.3,9425,2.11,125,3988.0000,-8245.1,39870.41127819548,133,0.75188,1,"no card",male,31,fail
189300,60,3155,13,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,800,32354.031372548998,102,0.56863,1,"no card",male,40,pass
172080,48,3585,6,"monthly issuance",92084,5,46.7,10124,0.55,141,4063.0000,200,60743.957142857136,42,0.69048,1,"no card",female,37,pass
272220,60,4537,10,"monthly issuance",170449,1,100,10787,2.865,131,6151.0000,-625.1,36907.37301587302,63,0.50794,1,"no card",female,50,fail
16032,48,334,14,"monthly issuance",105058,10,81,9272,3.01,118,4422.5000,500,23124.20661157025,121,0.51240,1,"no card",female,32,pass
52236,36,1451,14,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,600,33782.06138613862,101,0.62376,2,"no card",male,59,pass
163332,36,4537,14,"monthly issuance",70699,4,65.3,8968,3.09,131,1825.0000,600,29463.690909090914,66,0.65152,1,"no card",male,60,pass
69600,48,1450,22,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,700,40349.88486238531,218,0.47248,2,"no card",male,29,pass
272220,60,4537,11,"monthly issuance",124605,8,46,8772,4.835000000000001,126,3006.0000,500,39041.918750000004,80,0.55000,1,"no card",female,57,pass
215040,60,3584,13,"monthly issuance",72541,8,36.9,8594,1.815,112,1552.5000,1000,37189.77195121952,82,0.54878,1,"no card",female,37,pass
127080,60,2118,5,"monthly issuance",77917,5,53.5,8390,2.585,132,2101.0000,800,30060.954166666666,24,0.33333,1,"no card",male,57,pass
29448,12,2454,3,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,800,28977.436363636356,11,0.27273,1,"no card",male,48,fail
122472,24,5103,15,"monthly issuance",42821,3,48.4,8173,3.505,124,679.0000,1000,48395.94017857144,112,0.50000,1,"no card",female,37,pass
82128,24,3422,16,"monthly issuance",45714,6,55.6,8843,3.21,113,853.0000,871.3,33221.21157024794,121,0.46281,1,"no card",male,29,pass
164256,48,3422,15,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,600,42341.63775510205,98,0.70408,2,"no card",male,24,pass
191580,60,3193,5,"monthly issuance",121947,11,70.5,8541,2.74,131,3667.5000,900,18241.440000000002,30,0.53333,1,"no card",female,32,pass
83280,48,1735,20,"monthly issuance",114006,9,62.3,9065,4.925,123,4156.5000,700,39962.46618705034,139,0.71223,1,"no card",female,55,pass
86616,12,7218,4,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,800,25714.046666666665,15,0.60000,1,"no card",male,32,pass
285240,60,4754,8,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,1100,49699.66481481483,54,0.46296,2,"no card",male,45,pass
23184,12,1932,10,"monthly issuance",161954,8,48,8720,4.115,116,3690.0000,200,36729.80172413792,58,0.68966,1,"no card",female,17,pass
39576,12,3298,11,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,700,30719.746666666666,75,0.40000,2,"no card",female,32,pass
39576,12,3298,17,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,48944.82782608698,115,0.52174,1,"no card",female,14,pass
41904,12,3492,19,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,900,36080.38671328671,143,0.53147,1,"no card",male,20,pass
52128,24,2172,8,"monthly issuance",94812,10,81.8,9650,3.525,100,2894.5000,144.2,33459.68028169013,71,0.63380,1,"no card",female,34,pass
188616,24,7859,19,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,900,45805.500000000015,63,0.60317,2,"no card",male,58,pass
99936,24,4164,19,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,55851.80263157893,152,0.57895,1,"no card",female,31,pass
120888,36,3358,16,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,40838.75520833332,96,0.71875,1,"no card",female,50,pass
86184,12,7182,7,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,300,59935.271428571425,42,0.50000,1,"no card",female,55,pass
83628,36,2323,7,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,500,29077.814705882356,34,0.55882,1,"no card",female,19,pass
44640,24,1860,13,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,600,41961.449253731334,67,0.80597,1,"no card",male,41,pass
374760,60,6246,15,"monthly issuance",182027,7,56.4,8746,3.535,90,4394.0000,1000,56102.47410714287,112,0.45536,2,"no card",male,46,pass
36396,12,3033,22,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,57977.034810126555,158,0.74051,1,"no card",male,23,pass
225504,48,4698,22,"weekly issuance",94725,6,63.4,9920,2.565,130,4567.5000,800,57411.60828729282,181,0.43646,1,junior,male,18,pass
188688,48,3931,5,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,400,42203.17272727272,22,0.50000,1,"no card",female,30,pass
116832,12,9736,8,"monthly issuance",103347,7,67,9104,1.79,123,2326.5000,400,23391.68913043479,46,0.69565,2,"no card",female,48,pass
